Cleaned_Tweets,IsFake
That number should probably be on my gravestone at this point,0
Yes,1
Believe in the future,0
Tesla is really a dozen or more startups if you look at all the things created from scratch that aren’t present in other car companies,0
Starlink satellites deployed into initial parking orbit,0
And authenticate all real humans,0
Indeed (heavy sigh),1
"If our twitter bid succeeds, we will defeat the spam bots or die trying!",1
"Such a joy to work with amazingly talented people at SpaceX, Tesla, Neuralink &amp; Boring Co!",1
Diess deserves a lot of credit for moving VW rapidly towards electrification. They’re lucky to have him.,1
"My true moral error was creating Tesla &amp; SpaceX at same time, while avoiding general mgmt chores at Tesla (focusing only on product &amp; engineering). Tried to have my cake &amp; eat it too, which failed.",1
"Agreed. I wish JB &amp; I had just moved forward to commercialize the Tzero without adding other partners. In the end, that’s what happened anyway.",0
Resistance is futile,0
The esthetics of the new rendering will improve,1
SNL is so rarely funny these day (sigh),1
Making rocket reuse normal is the goal,1
Always look on the bright side of life,0
Maybe JB would be up for that too. He deserves a lot of credit (as do many longtime Tesla people).,1
Ok sure,0
Yes,1
"The failures are mine, the successes belong to others",1
"I should, but that would take a lot of time away from Tesla, SpaceX &amp; other work. Walter Isaacson is writing a book.",1
Exactly,0
"I put in all I had, whereas Eberhard, who was worth over $10M at the time, refused to invest a penny to help Tesla. If it was really his baby, he would never have stood by while it starved to death.",1
"But if he was actually capable of creating a company like Tesla, he would have done so after he was fired for lying outrageously about cost &amp; progress of Roadster in mid 2007.We would’ve lost at least a few talented people if he was the real deal, but we lost no one.",1
Eberhard has been relentlessly pushing a false narrative about Tesla for 15 years. He’s a compelling liar. Fooled me for almost 3 years.,0
"They say history is written by the victors, but not on Wikipedia if the losing party is still alive &amp; has lots of time on their hands!",1
"When Eberhard was fired unanimously by the board in July 2007 (for damn good reasons), no one left with him. That says it all.",1
"If filing a shell corp constitutes “founding a company”, then I’d be the only founder of PayPal, since I filed the original incorporation docs for  (later renamed PayPal), but that’s not what founding means.",1
"Not even close to that. It was a shell corp with no employees, no IP, no designs, no prototype, literally nothing but a biz plan to commercialize AC Propulsion’s Tzero car, which was introduced to me by JB Straubel, *not* Eberhard. Even name “Tesla Motors” was owned by others!",0
"Please consider working at The Boring Company! Our goal is to solve traffic, which plagues every major city on Earth.",1
"Hopefully, I didn’t say too many dumb things",1
Tesla opex is embarrassingly high imo!,1
$1T valuation with $0 advertising spend,0
Does it accurately portray software engineers?,0
Yeah,1
Yes,0
Had to been done,1
_______ is the Night,1
Can they please just make sci-fi/fantasy at least *mostly* about sci-fi/fantasy?,0
TRUE,0
I love Pinball Wizard!,1
Absolutely,0
Yes,1
The woke mind virus is making Netflix unwatchable,0
A social media platform’s policies are good if the most extreme 10% on left and right are equally unhappy,0
Extremely concerning. Who is pushing this censorship/deplatforming? Very shadowy.,0
SpaceX Falcon team making great progress! Aiming for 5 day launch cadence with many performance &amp; refurb improvements.,1
"Why, thank you, sir!",1
"Board salary will be $0 if my bid succeeds, so that’s ~$3M/year saved right there",1
"Since he is consistently wrong, it should be possible to do quite well simply by doing the opposite of what he recommends",1
I feel it’s important that one’s hat also have a hat. Long-standing belief.,0
I used to be such a snappy dresser!,1
I think my clothes are too big for me,0
"I love it, sign me up",0
Sounds high,0
I should probably stop cutting my own hair haha,0
Good interview,0
Happy Easter!,0
Smooth landing video,0
"Based on feedback received, we will drop mobile connector price to $200 &amp; make it easy to order with car. Note, mobile connector is not needed if you have a Tesla wall connector or to use Superchargers.Recommend installing Tesla wall connector well before car arrives.",1
"In fairness to the Twitter board, this might be more of a concern about other potential bidders vs just me",1
"Usage statistics were super low, so seemed wasteful. On the (minor) plus side, we will be including more plug adapters with the mobile connector kit.",1
 Love Me Tender ,1
"Wow, with Jack departing, the Twitter board collectively owns almost no shares! Objectively, their economic interests are simply not aligned with shareholders.",1
"Civilization, as defined by the invention of writing, is only ~5500 years old",1
!,0
Indeed,0
Thanks for teaching me so much about rocket engines!,0
My most immediate takeaway from this novella of a thread is that Twitter is *way* overdue for long form tweets!,1
Thanks for the support!,1
"Exactly, block size &amp; time should keep pace with the rest of the Internet",1
As I was saying …,1
"6 seconds, better said as 6000 milliseconds, which is a long time to computers, is about right",0
iu,1
"If the current Twitter board takes actions contrary to shareholder interests, they would be breaching their fiduciary duty. The liability they would thereby assume would be titanic in scale.",1
Good question,0
"Taking Twitter private at $54.20 should be up to shareholders, not the board",1
"Absolutely. It would be utterly indefensible not to put this offer to a shareholder vote. They own the company, not the board of directors.",0
"Interesting. Just two questions, if I may. How much of Twitter does the Kingdom own, directly &amp; indirectly?What are the Kingdom’s views on journalistic freedom of speech?",0
Will endeavor to keep as many shareholders in privatized Twitter as allowed by law,1
I made an offer,1
Great idea,1
Coming soon,1
Exciting times ahead,1
Disconnected from what it takes to make stuff,1
I’m serious about this one btw,1
Exactly,0
"Price should probably be ~$2/month, but paid 12 months up front &amp; account doesn’t get checkmark for 60 days (watch for CC chargebacks) &amp; suspended with no refund if used for scam/spam",1
It should go away or scammers will game the system by signing up only for a few months,0
Maybe even an option to pay in Doge?,1
"Yes, should be proportionate to affordability &amp; in local currency",1
Exactly. It would massively expand the verified pool &amp; make bot armies too expensive to maintain.,0
"You will get it back, even though you shorted Tesla, you bastard ",1
Weather is fake. I seen Truman Show!,0
The resemblance is uncanny,1
"As the saying goes, when the government first prints money, everyone feels like a winner, but in the end no one does",1
"Fake news purveyors would have hysterics, but a ratings system would improve quality of news greatly",1
All of Earth is a tiny dust mote compared to the Sun,0
Yes,1
. is ,1
69.420% of statistics are false,1
Truth is the first casualty.,1
Yeah,0
Absolutely,1
Now subtract crypto scam accounts that twitter constantly shows as “real” people in everyone’s feed,1
And  only posted once this entire year,0
"For example,  hasn’t posted anything in 3 months",1
Most of these “top” accounts tweet rarely and post very little content. Is Twitter dying?,0
Interesting,1
Lmaooo,1
It’s a real problem,1
We have some cool ideas for sustainable lithium extraction &amp; refinement,1
TRUE,1
"Price of lithium has gone to insane levels! Tesla might actually have to get into the mining &amp; refining directly at scale, unless costs improve.There is no shortage of the element itself, as lithium is almost everywhere on Earth, but pace of extraction/refinement is slow.",0
Team did amazing work!,1
I mean … that’s a lot of hamsters ,1
Smooth video courtesy of bolting Starlinks to the deck. They are able to handle high vibration &amp; acoustics.,1
Master Chief would love it haha,1
Flight-proven!,1
Great work by Tesla Texas Team!!Built &amp; delivered first Giga Texas production cars &amp; threw a killer opening party  ,1
Show starts in ~20 mins,1
Cool!,1
The door won’t be super strict,1
Preparing …,0
I will give a talk around 9,1
" Gigafactory Texas Grand opening party tomorrow!Doors open at 4, festivities at 8",1
Great games,1
No sale took place. Initial share number filed was incorrect.,0
…,0
Increasingly likely that the Tesla vehicle computer will be able to process 288 FPS (36 Hz * 8 cameras),1
10.12 will significantly improve unprotected left turns,0
"The power used by humans is so tiny compared to how much power from the Sun reaches Earth!Solar power is ~1GW per sq km. At current solar efficiency, net electrical power is ~200 MW per square km.The entire United States can be powered by a small corner of Texas.",1
Yikes,1
WaPo always good for a laugh ,1
Thanks Jack!,1
Looking forward to working with Parag &amp; Twitter board to make significant improvements to Twitter in coming months!,1
"Yeah, single most annoying problem on twitter imo",1
That sounds reasonable,1
Facebook gives me the willies,0
That is harder than a boss battle in DS3!,1
"I mean, if the people vote overwhelmingly for something, it is at least *a* data point!",0
Do you want an edit button?,1
Staggeringly unfunny,1
First I’ve learned of this. Will be patched shortly.,0
Yes!,1
Spain should build a massive solar array. Could power all of Europe.,1
Oh hi lol,1
Berlin rocks,1
"Raptor pump power is over 100MW per engine &amp; 33 engines, means over 3GW. Not even remotely possible for electric motors &amp; batteries to compete.",1
"We aim for 30% GM or ~10% profitability, all costs included",0
Good summary,0
George Lucas once told me that the only reason Star Wars got made is because the old studio heads died,1
"Old people don’t change their minds, with rare exception, they just die. Without death, there would not be change.",1
I am inspired by curiosity. That is what drives me. So let us expand the scope &amp; scale of consciousness so that we may aspire to understand the Universe.,1
There will come a time in the future where people will be surprised that we let practically anyone drive a 2 ton death machine anywhere they want,1
Peace. Peace?  I hate the word. Those who do care about peace (myself aspirationally included) don’t need to hear it. And those who don’t care about peace? Well …,1
I look kinda dumb in that pic haha,1
And Shakespeare had no surviving descendants,0
I am increasingly convinced that corporate ESG is the Devil Incarnate,1
He never had even one kid ,1
Seriously. One of them might been Einstein!,1
Константи́н Циолко́вский,0
I’m talking about not having kids in the first place. That’s the problem.,1
But we should,0
Humanity did not evolve to mourn the unborn,0
Exactly,0
They wrote PEACE on the wall at Berghain! I refused enter.,1
This might be gearing up to be literally the biggest party on Earth,0
This was an *exceptionally* difficult quarter due to supply chain interruptions &amp; China zero Covid policy.Outstanding work by Tesla team &amp; key suppliers saved the day.,1
Just show her this video explains everything,1
TRUE,1
To think I grew up 2b bizniz magnet ,1
"Yes, but we take a very cautious approach to safety. As we confirm functionality on Canadian roads, the beta will expand.",1
Will take of it,1
You may be in an area that is at maximum capacity. Did SpaceX not provide an unsubscribe warning?,1
Ok,1
Canada requires charging by the minute vs kWh. We’re working to get that changed.,1
Will find out. Our aspiration is just to make a modest return vs the fully-considered price of Supercharging.,1
"Good point. SpaceX &amp; Tesla would probably have died, since both narrowly escaped bankruptcy in 2008.",1
Sustainable energy generation from sun &amp; wind is making great progress!,1
"SpaceX will do the right thing for OneWeb, even though they are a competitor",0
"FSD Beta should be available in Europe for LHD this summer, RHD a few months later. These dates depend on regulatory approval.",0
I mean we’re basically identical – a few differences maybe …,1
"The UAW stole millions from workers, whereas Tesla has made many workers millionaires (via stock grants). Subtle, but important difference.",1
UAW slogan – “Fighting for the right to embezzle money from auto workers!”,1
“Don’t try this at home”,1
"Original Halo &amp; Smash Bros, but thumb joysticks give me the willies",0
"Some people use meditation or yoga to calm their mind at the end of the day, but video games on hardcore mode work best for me",1
"I suppose it would be Elden Ring. Finished Halo Infinite on legendary, which was not easy for my ancient neurons!Terminator: Resistance is underrated, although the machines will be *much* better than this &amp; have 360 deg long-range FoV (sigh).Cyberpunk is brilliant.",1
"Played some &amp; will continue. I use  &amp; ⌨, which is suboptimal, but ok with remapping.Art is incredible, story is good, altho I’m still confused about what’s going on haha. Nonlinear play style &amp; no spoon-feeding are cool.",1
Going out tonight for 99 scores,0
"Haha fine, I probably don’t disagree with you, but even if I did then still!!",0
"I disagree with you, but I disagree with deleting your stuff even more. That’s what free speech is about.",0
"Starlink  team too! Expecting over 4200 Starlink satellites in operation within 18 months, which is ~2/3 of all active satellites of Earth.",1
Amazing what a zillion tiny cannonballs can do!,1
Maybe this year isn’t out of the question …,1
Haha that’s next year,0
SpaceX Falcon  team is making excellent progress – aiming for 60 launches this year!,1
We’ve all been there,1
"Covid-19 is the virus of Theseus.How many gene changes before it’s not Covid-19 anymore?I supposedly have it again (sigh), but almost no symptoms.",1
The Washington Post’s current slogan is “Democracy Dies in Darkness”. Catchy – for sure – but then what’s up with the paywall for news!?,0
"Ah yes, I see they decided to editorialize. Here’s what I actually said:",1
tick tock,0
"I usually drive an alpha build, but switch to beta right before release so I know what Tesla owners are getting",0
"TikTok feels like such an obvious AI attack that it’s annoying. I prefer to be attacked by AI with subtlety – maybe a rose, some candles, wine, Barry White, witty banter, that sort of thing …",1
Seize the memes of production!,1
"Toronto streetcars are not yet handled well by FSD. Btw,  is on a ~4 month sabbatical.",0
Funny to think that sapphire is just corroded aluminum!,1
I just did. Now what?,1
This is pretty good. 10.12 will have major improvements for tricky unprotected lefts &amp; heavy traffic in general. We’re also making good progress with single stack.,0
Looking into it,0
Am giving serious thought to this,1
TRUE,1
Haha that would sickkk,1
Doesn’t sound very balanced,1
Is a new platform needed?,0
"Given that Twitter serves as the de facto public town square, failing to adhere to free speech principles fundamentally undermines democracy. What should be done?",0
Especially seek negative feedback,1
As predicted,0
"Starlink, at least so far, has resisted all hacking &amp; jamming attempts",0
Sigh,1
 especially crypto spam!!,1
TRUE,1
The consequences of this poll will be important. Please vote carefully.,0
"I would gladly follow the directions of the chemtrails masterminds, but I can’t figure out what they’re saying!",0
Free speech is essential to a functioning democracy.Do you believe Twitter rigorously adheres to this principle?,1
Easily,1
"Old, but good",0
Most people think the fruit was named after the color (fools!),1
The movie Gaslight has gaslit so many people it’s insane,0
 NASA ,1
You mean email?,0
Twitter algorithm should be open source,1
The algorithm needs to be open source,0
I’m worried about de facto bias in “the Twitter algorithm” having a major effect on public discourse. How do we know what’s really happening?,1
True. And even a 10% reduction in g would make reaching orbit relatively easy.,1
 Danke Deutschland!! ,1
New,1
  ,0
"First Starship orbital flight will be with Raptor 2 engines, as they are much more capable &amp; reliable. 230 ton or ~500k lb thrust at sea level.We’ll have 39 flightworthy engines built by next month, then another month to integrate, so hopefully May for orbital flight test.",0
"SpaceX default plan was ~65% of global launch mass to orbit this year. Incremental demand might take that to ~70%, so not a major change. Those numbers don’t count Starship.Rough math is ~16 tons * 50 launches = 800 tons. Rest of world is &lt;400 tons (mostly China).",0
Makes a huge difference to capital efficiency to localize production within a continent,1
Excited to hand over the first production cars made by Giga Berlin-Brandenburg tomorrow!,0
"Ok, maybe I should play League then",1
"Main Tesla subjects will be scaling to extreme size, which is needed to shift humanity away from fossil fuels, and AI.But I will also Include sections about SpaceX, Tesla and The Boring Company.",1
"Managed to throw him, but it cost me smashing my c5-c6 disc &amp; 8 years of mega back pain! Finally fixed with c5-c6 disc fusion.",1
Working on it,1
"Giga Berlin-Brandenburg will be covered with beautiful art, inside and out",0
The six seat Model X is best imo. There are times when I only want to offer that variant.,0
Also the heaviest Falcon 9 payload at 16.25 metric tons,0
As it ends the cycle of retribution,1
"The limbic instinct for vengeance is incredibly strong, which is why turn the other cheek is such a powerful idea",0
Absolutely,1
True. That was mega pain.,1
"But reaching volume production with sustained positive cash flow was last achieved by an American car company, Chrysler, ~100 years ago!Ford &amp; Tesla are the only American car companies to avoid bankruptcy. Even GM &amp; Chrysler went bankrupt in 2009.",1
"Prototypes are easy, production is hard. Making an electric car was not the hard part of Tesla – dozens of companies have done that.",1
"Good point. Politicians &amp; political parties should be supported on their merits, not like they are one’s favorite sports team.",1
"With so many mainstream media companies saying  is crazy/dangerous, I watched some of his videos. Ironically, he seemed more balanced &amp; insightful than those condemning him!The groupthink among major media companies is more troubling. There should be more dissent.",1
FSD releasing to Canada next week,1
Yeah :),1
"I have so much respect for the associates doing an honest day’s work at Tesla or SpaceX building &amp; servicing cars, rockets, Starlinks, batteries, solar &amp; many other things",1
Working hard to make useful products &amp; services for your fellow humans is deeply morally good,1
Working on Master Plan Part 3,1
Took us way too long,0
2029,0
"True, I do support the current thing haha!",1
Yeah,0
Hardcore,0
"They have no idea how hard FSD is. Only path to success imo is hardcore real-world AI software with dedicated NN inference acceleration ASICs in car, multibillion dollar NN training supercluster and 10+ billion miles of vehicle data. Good luck.",1
"Thank you for the offer, but such excellent training would give me too much of an advantage. If he is afraid to fight, I will agree to use only my left hand and I am not even left-handed.Elona",0
"Telegram post by Ramzan Kadyrov, head of Chechen Republic!",1
Congrats!,1
 Starlink ,1
"And … um … [flicks wrist] we should form a book club.“Дура с сердцем и без ума такая же несчастная дура, как и дура с умом без сердца.”Федор Достоевский, Идиот",1
Ok :),1
He can even bring his bear,1
"I see you are a tough negotiator!Ok, you can have 10% more pay per view money.",1
Congratulations SpaceX team for all that you have accomplished!,0
One day …,1
"Yeah, I did manage to throw the world champion sumo wrestler, but at the cost of smashing a disc in my neck that caused me insane back pain for 7 years!",0
Pretty much,1
Вы согласны на этот бой?,0
I am absolutely serious,1
это было бы честью,0
I hereby challengeВладимир Путин to single combatStakes are Україна,1
By the pricking of my thumbs …,0
There is a beauty to the biological substrate,0
"As a general principle, for those looking for advice from this thread, it is generally better to own physical things like a home or stock in companies you think make good products, than dollars when inflation is high.I still own &amp; won’t sell my Bitcoin, Ethereum or Doge fwiw.",1
It is not entirely unpredictable that you would reach that conclusion,0
Model S &amp; X are sublime,1
And we are not alone,0
Tesla &amp; SpaceX are seeing significant recent inflation pressure in raw materials &amp; logistics,0
"If this version performs well, we can probably lower min safety score to 95",1
Vector lanes is a particularly significant architectural improvement to Tesla AI,1
What are your thoughts about probable inflation rate over next few years?,1
Always worth reading about the many civilizations that have risen and fallen … lessons we should take to heart. There is danger to a “United Earth” in that it may result in a collective fall or ossification of civilization.,0
"The Story of Civilization, especially books 2 &amp; 11",0
"Insightful analysis, ensconced in eloquent prose",1
Fifteen Decisive Battles of the World,0
"Cereal, but maybe I’ve been doing it wrong all this time. I know it’s bad for you, but sugared cereal is amazing.",0
Me encanta el mariachi!,1
The Forbidden Cereal ,1
"Little do they know, birds aren’t real!",0
What if one atom at a time in your body was switched out for another atom? There would be you with all new atoms and another you with the original atoms – Human of Theseus.,1
This weekend,1
"You’re welcome. We have also sent power adapters for car cigarette lighters, solar/battery packs and generators for places where electricity is not available.",1
"Optimized, fully-reusable Starship is ~150t to same reference orbit as Saturn V. In expendable mode, Starship payload would be 250t to 300t.",1
"In our experience, COPV gain/pain flattens out above 6000 psi and is &lt;1 above 10,000 psi, unless volume constrained like Dragon. Heating from pressurization &amp; cooling from depressurization also become major problems at very high pressure.",1
"There is no direct evidence of that ad being run, but that does sum up the sales pitch. It is mind-blowing that he &amp; his crew *rowed* to a whaling station from the Antarctic!",1
Very important that there be an organization tasked with regulation removal or the number of rules will grow every year until progress is completely buried by bureaucracy!,0
Wow,1
Another 48 Starlinks just reached orbit,1
Cool,0
ESG should be deleted if not fixed,1
ESG rules have been twisted to insanity,1
Another Starlink launch tomorrow,1
"You are my favorite hello,And my hardest goodbye.",1
It was an honor,0
Also nuclear is vastly better for global warming than burning hydrocarbons for energy,1
"For those who (mistakenly) think this is a radiation risk, pick what you think is the worst location. I will travel there &amp; eat locally grown food on TV.I did this in Japan many years ago, shortly after Fukushima. Radiation risk is much, much lower than most people believe.",1
"Hopefully, it is now extremely obvious that Europe should restart dormant nuclear power stations and increase power output of existing ones. This is *critical* to national and international security.",1
Aquarion and Polaris,1
"Self-driving car will amplify traffic to insane levels, as you won’t feel the pain of driving yourself",0
Yeah,1
Yup,1
Defeating traffic is the ultimate boss battle. Even the most powerful humans in the world cannot defeat traffic.,1
Cool!,1
"Polytopia is *way* better imo, if you like strategy games",1
"Chess is a simple game. Understandable when all we had to play with were squirrels  and  rocks, but now we have computers .",0
.,1
Basic appliances should not connect to the Internet or have significant compute power or they will/are/have obviously be turned into an army of ddos puppets,0
Maybe Tesla should make an AI vision device that plugs into these legacy traffic lights. It could just look at traffic &amp; automatically maximize throughput.,1
Beta 10.12 probably releases Tuesday in US and Friday in Canada,0
Terminator Resistance is a good game,1
Even some of the best AI software engineers in the world don’t realize how advanced Tesla AI has become,1
We are almost at the point where interventions are so rare on city streets that we can turn our attention to applying the code to highways. No point in doing so until passing that threshold.,1
"Increased oil &amp; gas production in the short term is critical or people around the world will be placed under great duress. This is not a question of money, it is a question of having enough energy to power civilization.",1
"To be clear, SpaceX wasn’t given $1.5B – we were given a contract for cargo delivery to &amp; from Space Station that would amount to $1.5B if successful",1
My old delta-v mug!,0
"Pshaw, how pedestrian! I was thinking more … space dragons with “lasers”",1
"Alternate name for our company was Faraday, who invented the electric motor, whereas Nikola Tesla invented the AC induction motor",1
"In a way, this is free QA haha",1
A beautiful home for life,1
Some Starlink terminals near conflict areas were being jammed for several hours at a time. Our latest software update bypasses the jamming.Am curious to see what’s next!,1
Exactly,1
"All news sources are partially propaganda, some more than others",1
Starlink has been told by some governments (not Ukraine) to block Russian news sources. We will not do so unless at gunpoint.Sorry to be a free speech absolutist.,1
SpaceX reprioritized to cyber defense &amp; overcoming signal jamming. Will cause slight delays in Starship &amp; Starlink V2.,1
"Who, me? ",0
Exactly,1
"And also my sympathies to the great people of Russia, who do not want this",1
 Hold Strong Ukraine ,1
"Obviously, this would negatively affect Tesla, but sustainable energy solutions simply cannot react instantaneously to make up for Russian oil &amp; gas exports.",0
"Hate to say it, but we need to increase oil &amp; gas output immediately. Extraordinary times demand extraordinary measures.",1
Haha sure :),0
Ich möchte mich recht herzlich bedanken. Die Zukunft ist sehr spannend!  ,1
You will be in the future,0
!,1
Game on,1
"Almost all Viasat Ukraine user terminals were rendered permanently unusable by a Russian cyberattack on day of invasion, so … yes",1
"Yes, provided no metal particles in paint",0
Place light camouflage over antenna to avoid visual detection,1
Turn on Starlink only when needed and place antenna away as far away from people as possible,0
"Important warning: Starlink is the only non-Russian communications system still working in some parts of Ukraine, so probability of being targeted is high. Please use with caution.",1
"In class action lawsuits, the actual plaintiff is always the class action law firm. They just find someone willing to serve as a puppet to “represent the class”.",1
"Updating software to reduce peak power consumption, so Starlink can be powered from car cigarette lighter.Mobile roaming enabled, so phased array antenna can maintain signal while on moving vehicle.",0
  American Broomstick  ,1
"Yeah, maybe 98",1
This old YouTube clip helps explain why former UAW members who work at Tesla are not huge fans of UAW,1
Yes,0
"By the way, Tesla factory worker compensation is the highest in the auto industry",1
"Our real challenge is Bay Area has negative unemployment, so if we don’t treat and compensate our (awesome) people well, they have many other offers and will just leave!I’d like hereby to invite UAW to hold a union vote at their convenience. Tesla will do nothing to stop them.",1
"Actually, we still operate our California factory, which is the largest auto plant in North America, at full capacity and are considering expanding it significantly.It has built 2/3 of all electric vehicles in North America, twice as much as all other carmakers combined.",1
Ukraine civilian Internet was experiencing strange outages – bad weather perhaps? – so SpaceX is helping fix it,1
"Solar area will need to be higher with obscuration, but works better than one might think",1
"Solar panels + battery pack better than generator, as no heat signature or smoke &amp; doesn’t run out of fuel",1
"We could’ve made a 600 mile Model S 12 months ago, but that would’ve made the product worse imo, as 99.9% of time you’d be carrying unneeded battery mass, which makes acceleration, handling &amp; efficiency worse. Even our 400+ mile range car is more than almost anyone will use.",1
" That was me tweeting from  when someone else had snatched my name. I was actually one of the earliest Twitter users, but dropped my account because people were tweeting such trivialities at first.  convinced me to get back in.",1
The probability of Tesla dying in 2008/2009 was very high. We closed our financing round at 6pm on Dec 24th – the last working hour of the last day before Tesla would otherwise bounce payroll.,0
"Self-driving cars &amp; useful humanoid robots require a sophisticated understanding of reality. I am increasingly convinced that they are on the path to solving AGI. Should AGI be solved? I don’t know, but humanity is moving rapidly in this direction whether I like it or not.",0
"Pretty good summary, although national pride is underweighted relative to economics. Latter serves former, not other way around. The foundational issue imo, which this video doesn’t ignore, is low birth rate. After all, what good is land with no people?",1
.,1
Saints Row IV was sickkk,1
Saints Row,1
"Well, I do have multiple personality disorder, but they’re all technically in the same head",1
Investigating,1
"Tesla has created over 50,000 US jobs building electric vehicles &amp; is investing more than double GM + Ford combined[fyi to person controlling this twitter]",1
"Our primary challenge is affordability. Creating an expensive truck is relatively easy. If it is extremely hard to do so for Tesla, despite our much greater economies of scale &amp; better technology, then it is damn near impossible for others.",1
He plays golf a lot,1
"Saudi Arabia owns 2/3 of Lucid, so inevitable",0
Their negative gross margin will be staggering,1
"Coming soon, if you want your car to make a loud farting sound from the external speaker, just say “Fart in their general direction!”",0
"All cars made since November also have push center for horn – just waiting on firmware update. If you mash right side of yoke with your palm, horn will trigger.",1
"If your war technology level is far higher than your opponent, tactics don’t matter: source_not_found",1
Swipe down on navigate button to navigate home or to work if at home,0
"Depends on what issues we see that are unique to Canada. If things are looking good, then we can lower the safety score threshold.",1
You are most welcome,1
Starlink service is now active in Ukraine. More terminals en route.,1
Good thread,1
Yes,1
Would be a good move. Needs to include put options &amp; synthetic shorts.,1
Successful Starlink deploy,1
We’ve had about 60 or so cars testing internally in Canada. Hoping to go wider this weekend.,1
"Starlink is a little patchy to Tonga right now, but will improve dramatically as laser inter-satellite links activate",0
Yes,0
"LIDAR is a seductive local maximum. SpaceX designed &amp; built them to dock with ISS.However, the road system was designed to work with biological neural nets &amp; eyes, so a general solution to self-driving necessarily will require silicon neural nets &amp; cameras.Real-world AI.",1
Protagonists created over half a century ago don’t count,1
Signal is the least insecure messaging service,1
Hollywood refuses to write even one story about an actual company startup where the CEO isn’t a dweeb and/or evil,1
Just iMessage &amp; Signal,1
Me too,0
"Actual question, not rhetorical",1
Are you sure Signal is secure?,1
"I didn’t start the fight, but I will finish it.",1
Building a case is exactly what I’ve been doing,1
Exactly,1
Would be cool if we are backed up somehow,0
Yeah,1
"Yeah, definitely don’t use C unless optimizing for hardware performance!",1
"I’m a fan of Rust. Clearly scales well, given that Discord uses it.For max performance, however, nothing beats tight C with a customized compiler on specialized hardware. Important for max frame rate on vehicle inference computer.Otherwise, we mostly use C++ &amp; Python.",1
"While it is tempting to focus on one of those arenas as the “hard one”, in fact they are all difficult &amp; important. Tight C &amp; custom compiler too.An inference computer optimized for energy efficiency, reliability &amp; long life is also critical. Can’t just jam GPUs in the trunk.",1
Definitely,0
"A general solution to self-driving (essentially, real-world AI) requires writing extremely difficult software in the arenas of training, inference, control, analytical tools, data management, hardware optimization &amp; simulation.One of the hardest technology problems that exists.",1
Compilers can be way better too. Not enough effort spent there.,0
Sorry!,0
We’re working through the general case of making Steam games work on a Tesla vs specific titles. Former is obviously where we should be long-term.,1
Yes. This is an advantage of iron cathode lithium batteries.,1
Night City has beautiful art,0
Great game,0
But 69% of statistics are false,0
Norway is awesome! ,1
"Small changes usually affect production for less than an hour, as they’re applied to a few stations during breaks.Big changes may impact output for a day or two. Reversing out big changes or unexpected parts shortages are what impact several days.",1
Sometimes 20 small changes in a single week,1
"Switching to renewables with batteries would avoid blackouts. Batteries are essential, due to the intermittent nature of renewables.",1
We must fight for it to be better,0
This is just peeling back the first layer of the corruption onion. Stay tuned …,1
Why many come to America,0
Beautiful,1
Yes,1
V11 is ,0
Tuesday,1
Yeah,0
tau &gt; pi,1
ℏ,1
!!,1
!,1
In Earth years,0
It is taking longer than expected to make the upper stage not expendable (sigh),1
"Instead of “research suggests”, I suggest “warlocks say”",0
… a river,1
M Night should do a horror movie about this – it would resonate,1
Entertainment is becoming a username/password/2FA nightmare,1
"Sounds good, we will send one over",1
That would be great,1
"Maybe near BRO airport, since that serves both communities?",0
"If South Padre and/or Brownsville would like a Starship prototype, we can send one over",1
"I’m pretty sure I’ve paid the most taxes of any individual ever to California, but it isn’t obvious what is done with the money",1
"Rather than correcting itself, the lower birth rate trend appears to be accelerating",0
"Tesla owners in the greater Giga Texas area will get priority, so yes",1
Single biggest threat to future of civilization imo,0
Ok,1
They will be fine,1
"The only reason I didn’t pay federal tax in 2018 is because I *overpaid* in 2017! Since they stole my tax records, they actually know that.",0
Hypocritical megadouche!,1
"Will visit IRS next time I’m in DC just to say hi, since I paid the most taxes ever in history for an individual last year. Maybe I can have a cookie or something …",1
TRUE,0
Seriously. How long must this go on?,0
"Depends mostly on FAA certification, but hopefully within 6 months. We’re testing on Gulfstreams to debug issues, but deployment priority is commercial airliners.",1
Cybertruck,1
"Yes, in the air",1
Probably,0
I think it will reach,1
I’m dropping a new album,0
We have a very talented team,0
"I wish I could help. At this point, it seems that voting at the next election is the remedy.",0
"Actually, April 7th",0
"SpaceX’s goal is to make life multiplanetary, whereas their goal is to put a handful of satellites in orbit",0
Are they even trying?,1
Yes,1
Yes,1
April 1st,1
"And, of course, you can pay in Ðoge",0
And futuristic diner / drive-in theater planned for Hollywood area!,1
Indeed,1
"Lucky bastards, we are!",1
We are a mobile cell colony,1
So amazing that we decompress from a single cell to over 30 trillion cells,1
…,1
Absolutely,1
Pretty much ,1
Plaid Model S &amp; X are sublime,1
Product &gt; Marketing,1
"An evolutionary asymmetry helpful to survival, but counterproductive when survival is not at stake",1
Reasons to hate are remembered better than reasons to love,1
"For an in-depth explanation, read",1
High pain threshold,0
Model 3 is literally the most made in America car in – well of course – America,1
"I was at a lunch with Munger in 2009 where he told the whole table all the ways Tesla would fail. Made me quite sad, but I told him I agreed with all those reasons &amp; that we would probably die, but it was worth trying anyway.",0
Some carmakers are trying hard,0
[ahem],1
Ok,0
No way ,1
Agreed. This has been broken for a long time.,1
